company	amt	amtRatio	contracts	contRatio	employees
Txu Energy Retail Company Llc	8121.25	0.0018	1	0.002	7439
Fastbreak General Contractors Llc	546731.0	0.0022	1	0.002	2
Creare Incorporated	2794283.56	0.0038	9	0.0183	126
Space Environment Corporation	49927.0	0.0018	1	0.002	5
Zero Gravity Corporation	-153037.04	0.0016	5	0.0102	14
Innoflight Incorporated	124368.0	0.0019	1	0.002	13
S3 International, Llc	7895.0	0.0018	1	0.002	20
Vocus Incorporated	12372.0	0.0018	1	0.002	1300
Ares Technical Services Corporation	12516853.84	0.0111	18	0.0367	677
Fti Flow Technology Incorporated	15257.26	0.0018	1	0.002	9475
University Of California, Davis	843713.42	0.0024	9	0.0183	175079
Ammt Advanced Micromachining Tools Gmbh	45394.0	0.0018	1	0.002	3
Gaylord Entertainment Company	29651.04	0.0018	3	0.0061	2300
Pointwise Incorporated	100820.25	0.0018	3	0.0061	25
Trinnovim, Llc	1112913.0	0.0026	2	0.0041	30
Sierra Nevada Corporation	25000000.0	0.0203	1	0.002	2077
Keeney, Daniel	5150.0	0.0018	2	0.0041	1
Security Assistance Corporation	-25.32	0.0018	1	0.002	54
Nikon Metrology Incorporated	27568.58	0.0018	3	0.0061	24348
Fastener Depot Incorporated	7865.5	0.0018	11	0.0224	12
Cole-parmer Instrument Company	5898.3	0.0018	3	0.0061	30000
Gras Na Incorporated	28488.76	0.0018	2	0.0041	3
Futron Corporation	123480.0	0.0019	2	0.0041	70
Extraord N Air Incorporated	6122.88	0.0018	1	0.002	12
Micro Craft Incorporated	88885.47	0.0018	3	0.0061	55
Blanchard Training And Development Incorporated	15996.0	0.0018	1	0.002	323
Circle Valve Technologies Incorporated	3447.35	0.0018	1	0.002	8
Oarnet	-722.38	0.0018	1	0.002	45
Virginia Electric And Power Company	3575648.35	0.0044	4	0.0081	16989
Rainwater Holdings Incorporated	-6.0	0.0018	1	0.002	9
Accurev Incorporated	-527.35	0.0018	1	0.002	60
Dslrpros.Inc	5499.0	0.0018	1	0.002	20
Scientifics Direct Incorporated	4794.0	0.0018	1	0.002	15
Flir Commercial Systems Incorporated	65378.0	0.0018	5	0.0102	3000
Tower Products Incorporated	3453.9	0.0018	1	0.002	125
Flight Research Associates Incorporated	-52364.36	0.0017	2	0.0041	35
Pcb Piezotronics Incorporated	5802.09	0.0018	2	0.0041	861
Development Dimensions International Incorporated	24912.0	0.0018	1	0.002	929
Rogers Corporation	16478.26	0.0018	1	0.002	2300
Critical Components Incorporated	7197.82	0.0018	2	0.0041	15
Airgas Usa, Llc	68735.99	0.0018	11	0.0224	15000
Edarch-erie Jv	3383312.28	0.0043	45	0.0916	10
Georgetown University (the)	4170.5	0.0018	2	0.0041	8696
Trinity/bhate Jv, Llc	5171279.0	0.0056	1	0.002	1
National Association Of Rocketry	32115.0	0.0018	1	0.002	1
Sabritec	6343.0	0.0018	1	0.002	21400
Flight Suits	-48.7	0.0018	2	0.0041	96
Trustees Of Dartmouth College	642666.27	0.0022	5	0.0102	4373
Garrett, Melonie B	2975.0	0.0018	1	0.002	1
Root International Incorporated	-7.4	0.0018	1	0.002	15
Strongbridge Corporation	106506.02	0.0018	2	0.0041	38
Planetary Science Institute	1549166.52	0.0029	22	0.0448	89
Ovid Technologies Incorporated	3522.0	0.0018	1	0.002	20000
Ares Corporation	291380.11	0.002	22	0.0448	640
Ceradyne Incorporated	9285.0	0.0018	1	0.002	1600
American Society Of Mechanical Engineers Incorporated	-15.0	0.0018	1	0.002	330
A Daigger And Company Incorporated	-2586.0	0.0018	1	0.002	72
Thorlabs Incorporated	33054.84	0.0018	4	0.0081	674
Rosemount Aerospace Incorporated	83687.0	0.0018	2	0.0041	23400
Synergy Systems Corporation	19564.28	0.0018	1	0.002	3
University Of California, Santa Cruz	1389049.89	0.0028	26	0.053	30000
The Commercial Traffic Company	1334.0	0.0018	1	0.002	300
Xtreme Electronic Designs Incorporated	18241.69	0.0018	4	0.0081	3
Precision Mechanical Incorporated	11269549.0	0.0101	3	0.0061	150
M&p International Incorporated	16214.2	0.0018	2	0.0041	8
Crane Electronics Incorporated	7757.67	0.0018	2	0.0041	10500
Rotron Incorporated	6538.0	0.0018	1	0.002	13700
Metcut Research Associates Incorporated	15415.2	0.0018	8	0.0163	95
Production Automation Company	-96.0	0.0018	1	0.002	40
August Schell Enterprises Incorporated	22549.8	0.0018	1	0.002	20
Commonwealth Center For High Performance Organizations Incorporated	24978.0	0.0018	1	0.002	2
Lockheed Martin Services Incorporated	13713945.69	0.0119	11	0.0224	140000
Spectrum Systems Incorporated	14315.37	0.0018	1	0.002	25
Thomson Reuters (scientific) Incorporated	-5495.0	0.0018	1	0.002	2800
Delta Group International Llc	124973.0	0.0019	1	0.002	4
Southern Tank & Manufacturing Company Incorporated	3595.75	0.0018	1	0.002	25
Michigan Technological University	1418734.77	0.0028	15	0.0305	1666
Mti Systems Incorporated	86767.0	0.0018	1	0.002	7
Ijet International Incorporated	14452.4	0.0018	2	0.0041	85
Apeak Incorporated	14968.8	0.0018	1	0.002	4
Applied Defense Solutions Incorporated	114893.85	0.0018	1	0.002	35
American Institute Of Aeronautics And Astronautics Incorporated	984109.91	0.0025	7	0.0143	85
Richland, Llc	11006.0	0.0018	3	0.0061	102
Experimental Design & Analysis Solutions Incorporated	39611.0	0.0018	1	0.002	10
Spacesaver Systems Incorporated	-2873.0	0.0018	1	0.002	50
Triangle Coalition For Science And Technology Education	121571.6	0.0019	2	0.0041	5
Innocentive Incorporated	177454.0	0.0019	3	0.0061	40
Vector Software Incorporated	7625.0	0.0018	1	0.002	38
Ets-lindgren L.P.	4225.0	0.0018	1	0.002	750
Dataray Incorporated	8375.0	0.0018	1	0.002	5
Raid Incorporated	8971.0	0.0018	1	0.002	15
Schreiber Translations Incorporated	42877.2	0.0018	4	0.0081	20
J2f Engineering	25677.0	0.0018	1	0.002	1
Crowley Micrographics Incorporated	7325.0	0.0018	1	0.002	75
North Carolina Agricultural And Technical State University	8668.38	0.0018	1	0.002	1868
Afc International Incorporated	3352.4	0.0018	1	0.002	5
Aspen Global Change Institute Incorporated	143365.0	0.0019	1	0.002	4
Seidler Chemical & Supply Company	-2356.7	0.0018	1	0.002	15
Advanced Ceramics Manufacturing, Llc	749994.0	0.0023	1	0.002	24
Kpmg Llp	699437.0	0.0023	1	0.002	503
Pinnacle Construction Development Group	2153451.44	0.0034	16	0.0326	12
Southern Air Aviation Incorporated	748151.0	0.0023	1	0.002	1
Vwr International, Llc	5631.0	0.0018	2	0.0041	1001
Kbj Incorporated	-995.96	0.0018	2	0.0041	8
Aeronautical Technology Incorporated	6192.25	0.0018	3	0.0061	35
Applied Machine & Motion Control Incorporated	4711.48	0.0018	3	0.0061	13
Walker & Jocke Incorporated	-996.0	0.0018	3	0.0061	16
Hotek Technologies Llc	-35.0	0.0018	1	0.002	4
Apecor Incorporated	-1.0	0.0018	1	0.002	5
Japan Aerospace Exploration Agency	47889.73	0.0018	1	0.002	0
Florida Power And Light Company Incorporated (4000)	7723080.65	0.0075	7	0.0143	10000
All Native Incorporated	241553.0	0.0019	1	0.002	50
Boxx Technologies Incorporated	7999.0	0.0018	1	0.002	36
Southeast Cherokee Construction Incorporated	2593417.92	0.0037	8	0.0163	53
Manufacturing Technical Solutions Incorporated	12242730.62	0.0109	42	0.0855	30
Digital Management Incorporated	6627398.35	0.0067	49	0.0998	350
Aero Institute	-57337.58	0.0017	2	0.0041	20
Schwien Engineering Incorporated	13795.0	0.0018	1	0.002	5
Martin & Wall, Pc	8533.0	0.0018	1	0.002	5
Coldquanta Incorporated	699821.0	0.0023	1	0.002	20
University Of Alabama In Huntsville	5057869.04	0.0055	29	0.0591	1913
Yankee Environmental Systems Incorporated	124929.0	0.0019	1	0.002	10
Ulyssix Technologies Incorporated	8521.0	0.0018	1	0.002	5
American Association For The Advancement Of Science	130282.79	0.0019	3	0.0061	400
Bigelow Laboratory For Ocean Sciences	1012405.0	0.0025	5	0.0102	62
Northwest Research Associates Incorporated	1763590.03	0.0031	16	0.0326	91
Patriot Technologies Llc	161248.35	0.0019	8	0.0163	5
Altec Industries Incorporated	6682.14	0.0018	1	0.002	4227
Pascal Engineering Incorporated	9549.0	0.0018	2	0.0041	7
Dynomax Incorporated	-275.0	0.0018	1	0.002	55
Qss Group Incorporated	-169314.42	0.0016	1	0.002	1410
Computational Physics Incorporated	48.0	0.0018	1	0.002	40
Vanderbilt University	988304.04	0.0025	9	0.0183	22000
Cook Ross Incorporated	14650.0	0.0018	2	0.0041	9
 George Washington University	102349.51	0.0018	6	0.0122	7300
Lake City Enterprise Incorporated	6513.8	0.0018	1	0.002	9
Innovital Systems Incorporated	124998.0	0.0019	1	0.002	8
Nexolve Corporation	83279.0	0.0018	1	0.002	9150
Motionport, Llc	132132.0	0.0019	2	0.0041	3
Barber-nichols Incorporated	749881.0	0.0023	1	0.002	70
Amergreen Incorporated	3445.0	0.0018	1	0.002	1
Pcmg Incorporated	5333213.33	0.0057	75	0.1527	2400
Dilas Diode Laser Incorporated	41425.0	0.0018	1	0.002	1400
Strainsert Company	5735.0	0.0018	1	0.002	28
Graybar Electric Company Incorporated	155914.03	0.0019	5	0.0102	7100
Saint-gobain Advanced Ceramics Corporation	48.74	0.0018	1	0.002	206940
Omega Optics Incorporated	124995.0	0.0019	1	0.002	5
United Contamination Control Incorporated	9029.28	0.0018	3	0.0061	34
Asrc Research And Technology Solutions, Llc	62162419.8	0.0479	27	0.055	809
Humanetics Innovative Solutions Incorporated	22703.0	0.0018	2	0.0041	550
Pinnacle Sensors Incorporated	-189875.0	0.0016	1	0.002	5
Par Systems Incorporated	213244.4	0.0019	4	0.0081	550
Sikorsky Aircraft Corporation	4169.25	0.0018	1	0.002	14000
Vicor Corporation	-88.39	0.0018	1	0.002	1100
B/w Color Prints, Llc	19661.64	0.0018	3	0.0061	3
Tyvak Nano-satellite Systems Llc	4365518.28	0.005	6	0.0122	5
Ablest Molding Incorporated	263.0	0.0018	1	0.002	1
Tilera Corporation	16485.0	0.0018	1	0.002	120
Carleton Technologies Incorporated	90858.0	0.0018	2	0.0041	10000
Advanced Scientific Concepts Incorporated	115488.0	0.0018	2	0.0041	34
Bhate Environmental Associates Incorporated	384643.0	0.002	2	0.0041	100
Colsa Corporation	12697476.0	0.0112	5	0.0102	840
Dynetics Incorporated	98493.0	0.0018	1	0.002	1274
Twinstar Optics & Coatings Incorporated	9337.0	0.0018	1	0.002	18
Dell Federal Systems, Lp	4143240.35	0.0048	122	0.2485	66000
Urs Group Incorporated	760690.0	0.0023	4	0.0081	47000
Statpoint Technologies Incorporated	4675.0	0.0018	1	0.002	15
Electric Power Research Institute Incorporated	-43559.0	0.0017	1	0.002	668
Joyent Incorporated	9433.8	0.0018	1	0.002	100
Medgate Incorporated	200482.57	0.0019	7	0.0143	40
Crown Consulting Incorporated	1528026.72	0.0029	7	0.0143	120
Leoni Fiber Optics Incorporated	-21.0	0.0018	1	0.002	56000
Smithsonian Institution	31924427.27	0.0255	66	0.1344	825
West Publishing Corporation	111045.56	0.0018	15	0.0305	32000
Midatlantic Rugged Systems Incorporated	4995.0	0.0018	1	0.002	3
Applied Test Systems, Llc	31258.0	0.0018	3	0.0061	64
Boeing	343427308.39	0.2569	48	0.0978	600
Cutting Edge Concrete Services Incorporated	182365.0	0.0019	3	0.0061	25
Louisiana State University System	199787.26	0.0019	2	0.0041	7000
Planetary Resources Development Corporation	349270.0	0.002	4	0.0081	31
Satcom Global Incorporated	5431.44	0.0018	1	0.002	100
Michigan Aerospace Corporation	788391.0	0.0023	2	0.0041	29
Tmc Technologies Of West Virginia Corporation	1139171.17	0.0026	7	0.0143	30
Ta Instruments - Waters Llc	11987.89	0.0018	1	0.002	3000
Realnetworks Incorporated (8146)	4149.97	0.0018	1	0.002	850
Radiance Technologies Incorporated	512131.0	0.0021	4	0.0081	455
University Of Wyoming	999287.02	0.0025	7	0.0143	6728
University Of Pittsburgh The	97554.0	0.0018	1	0.002	12000
Cdm Ch2m Hill A Joint Venture	54780.76	0.0018	2	0.0041	4300
Michigan State University	816729.0	0.0024	11	0.0224	14404
Freedom Photonics Llc	249985.0	0.0019	2	0.0041	18
Innoface Systems Incorporated	18382.34	0.0018	1	0.002	8
Laurell Technologies Corporation	9247.5	0.0018	2	0.0041	20
Scanners Corp	26469.45	0.0018	1	0.002	1
Asg Federal Incorporated	3881.93	0.0018	1	0.002	1200
Nevada System Of Higher Education	144952.85	0.0019	3	0.0061	681
Fairmount Minerals, Ltd	-634.32	0.0018	1	0.002	600
Scientific & Commercial System	1124907.0	0.0026	3	0.0061	250
Apcon Incorporated	77523.6	0.0018	1	0.002	50
Jit Industries Incorporated	27173.0	0.0018	1	0.002	45
Teledyne Risi Incorporated	24885.0	0.0018	1	0.002	5000
Temple University-of The Commonwealth System Of Higher Education	249966.0	0.0019	1	0.002	7000
Miteq Incorporated	6675.0	0.0018	1	0.002	465
Moi Incorporated	68297.45	0.0018	1	0.002	150
General Dynamics C4 Systems Incorporated	61000000.0	0.0471	3	0.0061	85000
W. L. Gore & Associates Incorporated	22289.13	0.0018	3	0.0061	8500
Mti Corporation	7368.0	0.0018	1	0.002	140
Tencate Advanced Composites Usa Incorporated	14514.3	0.0018	1	0.002	4038
Lamar Media Corporation	-19235.0	0.0017	1	0.002	3000
Nikon Instruments Incorporated	25640.73	0.0018	2	0.0041	24961
B&w Solutions Incorporated	-3849.38	0.0018	1	0.002	141
Quinstar Technology Incorporated	999498.0	0.0025	4	0.0081	110
Advanced Integration Group Incorporated	577603.6	0.0022	12	0.0244	28
Computer Security Solutions Incorporated	46622.0	0.0018	1	0.002	12
Eta Global Incorporated	8545.0	0.0018	8	0.0163	39
Mbi/k2m Architecture Incorporated	917475.81	0.0024	4	0.0081	25
Api Deltran Incorporated	21688.1	0.0018	1	0.002	35000
Esi North America Incorporated	330714.0	0.002	6	0.0122	800
Ensign-bickford Aerospace & Defense Company	33337.36	0.0018	2	0.0041	995
Analytical Graphics Incorporated	301618.0	0.002	14	0.0285	250
Kendall Holdings, Ltd	2268.79	0.0018	5	0.0102	48
Qcm Research	44134.0	0.0018	2	0.0041	10
Innovations Consulting International Incorporated	52571.0	0.0018	3	0.0061	5
David Houseman	7400.0	0.0018	2	0.0041	1
Combustion Research And Flow Technology Incorporated	274989.0	0.002	2	0.0041	38
A&d Machinery Company	2575.0	0.0018	1	0.002	7
Export 220volt Incorporated	7765.0	0.0018	1	0.002	2
Kestrel Technology Llc	562840.0	0.0022	2	0.0041	9
Wgbh Educational Foundation	78719.0	0.0018	2	0.0041	900
Cavalier Telephone, Llc	-11258.82	0.0018	1	0.002	1250
Arinc Engineering Services Limited Liability Company	-344.37	0.0018	1	0.002	2500
Center For Cultural And Technical Interchange Between East And West Incorporated	62826.0	0.0018	1	0.002	200
Cross Sales And Engineering Company	8898.0	0.0018	1	0.002	198
Lockheed Martin Space Operations Company	-2369774.46	0.0	1	0.002	20000
Global Science And Technology Incorporated	463883.0	0.0021	4	0.0081	230
Nordson Efd Llc	-75.0	0.0018	1	0.002	4102
Integrated Science Solutions Incorporated	8675.0	0.0018	1	0.002	28
University Of South Carolina	429122.0	0.0021	3	0.0061	5500
L-3 Communications Vertex Aerospace Llc	15007440.26	0.0129	8	0.0163	65000
Artep Incorporated	46556.0	0.0018	1	0.002	11
University Of Miami	2513300.91	0.0036	23	0.0468	13420
Gl Communications Incorporated	9878.0	0.0018	1	0.002	34
Ohio Aerospace Institute	-5943.82	0.0018	2	0.0041	85
C M Furnaces Incorporated	111.22	0.0018	1	0.002	31
Sst Systems Incorporated	3432.0	0.0018	1	0.002	6
Tierney Brothers Incorporated	4149.0	0.0018	1	0.002	90
Arizona State University	2696745.76	0.0038	37	0.0754	20000
Zaber Technologies Incorporated	7575.0	0.0018	1	0.002	36
The Brookings Institution	0.0	0.0018	4	0.0081	419
Wackenhut Services Incorporated	-234.18	0.0018	1	0.002	900
All Cities Expo Services Incorporated	-7462.5	0.0018	1	0.002	3
Countertrade Products Incorporated	2330593.61	0.0035	87	0.1772	48
Catholic University Of America (the)	3004776.36	0.004	29	0.0591	1903
Spectral Sciences Incorporated	163114.0	0.0019	1	0.002	47
Tietronix Software Incorporated	383826.6	0.002	12	0.0244	72
Owens Corning	7537.0	0.0018	1	0.002	45
Motor Solver, Llc	16175.0	0.0018	1	0.002	4
Microdrop Technologies Gmbh	12852.62	0.0018	1	0.002	0
Huffperformance	12434.0	0.0018	1	0.002	1
Remote Sensing Solutions Incorporated	1003182.0	0.0025	5	0.0102	7
Sienna Technologies Incorporated	53770.0	0.0018	2	0.0041	8
Cuyahoga County Convention Facilities Development Corporation	24871.0	0.0018	1	0.002	75
Level 3 Communications, Llc	87316.0	0.0018	2	0.0041	6100
Reactive Innovations, Llc	874994.0	0.0024	3	0.0061	7
Quickset International Incorporated	126699.88	0.0019	1	0.002	10000
Wahl Instruments Incorporated	5896.0	0.0018	1	0.002	35
New Monarch Machine Tool Incorporated	3949.0	0.0018	1	0.002	29
Aetos Systems Incorporated	606075.36	0.0022	9	0.0183	20
New Era Technology Incorporated	-66657.63	0.0017	1	0.002	6
Western Kentucky University Research Foundation Incorporated	-62785.89	0.0017	1	0.002	1500
Goldbelt Orca, Llc	-9137.4	0.0018	1	0.002	13
The Goodall, Jane Institute For Wildlife Research, Education And Conservation	199881.0	0.0019	1	0.002	304
Diamond Usa Incorporated	6985.4	0.0018	1	0.002	23
Park Place Technologies Incorporated	5886.79	0.0018	1	0.002	190
Ati Powder Metals, Llc	197575.0	0.0019	1	0.002	12000
Tec Services Incorporated	-79.85	0.0018	1	0.002	6
Coronado Business Supplies	14299.87	0.0018	1	0.002	3
Northrop Grumman Systems Corporation	5142632.35	0.0056	15	0.0305	72500
Lpkf Distribution Incorporated	7833.35	0.0018	1	0.002	19
Mi Technologies, Llc	26769.24	0.0018	1	0.002	91
Proxemy Research Incorporated	29162.64	0.0018	2	0.0041	0
4 D Technology Corporation	99575.0	0.0018	1	0.002	35
Textron Systems Corporation	389989.0	0.0021	5	0.0102	44000
Microscale Incorporated	749963.0	0.0023	1	0.002	3
Vend-tech Enterprise, Llc	55392.0	0.0018	1	0.002	90
Agl Resources Incorporated	315557.11	0.002	4	0.0081	0
Control Power-reliance,llc	147449.9	0.0019	1	0.002	25
Black Swift Technologies Llc	866682.0	0.0024	2	0.0041	3
Radiometrics Corporation	-26.64	0.0018	2	0.0041	24
Vacuum Instrument Corporation	45033.0	0.0018	2	0.0041	55
Ivey's Construction Incorporated	25043.0	0.0018	3	0.0061	25
Reliacoat Technologies, Llc	746454.0	0.0023	1	0.002	6
University Of Arkansas System	259489.0	0.002	1	0.002	0
Advanced Control Concepts Incorporated	132916.67	0.0019	1	0.002	25
University Corporation At Monterey Bay	64615.0	0.0018	2	0.0041	627
Thinking Systems Incorporated	89944.0	0.0018	1	0.002	2
Micro Motion Incorporated	11854.0	0.0018	1	0.002	656
Technology Assessment And Transfer Incorporated	39749.0	0.0018	3	0.0061	35
Epner Technology Incorporated	4323.0	0.0018	1	0.002	41
Dynetics Technical Services Incorporated	22721458.0	0.0186	9	0.0183	1071
Rush-link Two Joint Venture	28392.0	0.0018	1	0.002	2
Physical Sciences Incorporated	249925.0	0.0019	2	0.0041	168
Fisher Scientific Company Llc	39036.91	0.0018	5	0.0102	39000
Irwin International Incorporated	13767.93	0.0018	1	0.002	150
Coordinated Defense Supply Systems Incorporated	1628.75	0.0018	2	0.0041	13
Bellowstech, Llc	-18.75	0.0018	1	0.002	28
Fluid Components Usa	12666.58	0.0018	2	0.0041	2
New River Kinematics Incorporated	15750.0	0.0018	2	0.0041	13000
Cs Clean Systems Incorporated	-43.75	0.0018	1	0.002	47
Foundation For Earth Science Information Partners	330531.0	0.002	2	0.0041	1
Systems Technology Incorporated	875198.61	0.0024	2	0.0041	24
Microbotics Incorporated	6858.0	0.0018	1	0.002	3
Florida A & M University	-19634.71	0.0017	2	0.0041	2554
Cornell University Incorporated	2065610.77	0.0033	28	0.057	15736
Pratt & Whitney Rocketdyne Incorporated	2059536.98	0.0033	4	0.0081	210000
Cvi Laser, Llc	3726.0	0.0018	1	0.002	75
Bayesics, Llc	47619.0	0.0018	1	0.002	0
University Of Alabama	337307.68	0.002	6	0.0122	4300
University Of Missouri System	280962.19	0.002	5	0.0102	5000
Thermionics Laboratory Incorporated	-432.0	0.0018	1	0.002	154
Raytheon Technical Services Company Limited Liability Company (5772)	124881.43	0.0019	1	0.002	15900
The Johns Hopkins University Applied Physics Laboratory Llc	49965.0	0.0018	1	0.002	4975
Orbital Sciences Corporation	44200036.86	0.0346	15	0.0305	3700
The University Of Akron	214735.0	0.0019	1	0.002	5100
Space Optics Research Labs, Llc	16445.0	0.0018	1	0.002	16
Allied Wire & Cable Incorporated	195.84	0.0018	1	0.002	90
Neteon Technologies Incorporated	7266.0	0.0018	1	0.002	14
College Of Charleston	749998.0	0.0023	1	0.002	1891
Jones Edmunds & Associates Incorporated	693611.0	0.0023	10	0.0204	217
Applied Spectra Incorporated	749966.0	0.0023	1	0.002	12
Medtherm Corporation	39923.0	0.0018	1	0.002	12
Trustees Of The Colorado School Of Mines	466091.0	0.0021	5	0.0102	1000
Seti Institute	3419130.92	0.0043	27	0.055	130
Deployable Space Systems Incorporated	1789408.0	0.0031	5	0.0102	8
Pratt & Whitney Engine Services Incorporated	168693.5	0.0019	1	0.002	218300
Affiliated Engineers Service Incorporated	124576.16	0.0019	1	0.002	81
S.M. Sandler Holdings, Llc	6588.0	0.0018	1	0.002	2
A&j Vacuum Services Incorporated	13152.16	0.0018	3	0.0061	9
United Rodent & Pest Services Incorporated	3352.44	0.0018	1	0.002	3
Georgia State University Research Foundation Incorporated	389855.45	0.0021	2	0.0041	1
Bandwidth Solutions Incorporated	586607.0	0.0022	2	0.0041	3
Learnquest	11642.0	0.0018	1	0.002	20
Savds Incorporated	122815.0	0.0019	1	0.002	0
Data Federal Corporation	776371.3	0.0023	2	0.0041	32
Cfd Research Corporation	2305671.0	0.0035	10	0.0204	85
Orbital Research Incorporated	124991.0	0.0019	1	0.002	56
Firenze Software, Llc	7799.0	0.0018	1	0.002	12
Scientific & Biomedical Microsystems, Llc	224452.92	0.0019	2	0.0041	12
Summit Technologies & Solutions Incorporated	73506.68	0.0018	3	0.0061	30
West Virginia University	-568123.52	0.0013	1	0.002	17686
Ultramet	0.0	0.0018	2	0.0041	70
Photronics Incorporated	61353.85	0.0018	3	0.0061	1420
Bell Helicopter Textron Incorporated	-113398.0	0.0017	2	0.0041	9000
Galaxy Global Corporation	357060.0	0.002	4	0.0081	30
Hpm Corporation	129060.0	0.0019	7	0.0143	65
Technological Research And Development Authority	-385.89	0.0018	1	0.002	12
Frs Environmental Remediation Incorporated	4838.28	0.0018	1	0.002	43
Area I Incorporated	53186.0	0.0018	1	0.002	10
Earth Resources Technology Incorporated	-107148.04	0.0017	4	0.0081	353
Space Environment Technologies	56935.0	0.0018	1	0.002	13
Nvi Incorporated	181459.54	0.0019	3	0.0061	12
Brandan Enterprises Incorporated	54764.59	0.0018	1	0.002	12
Carnegie Mellon University	1394318.0	0.0028	6	0.0122	4723
Novatel Incorporated	42638.88	0.0018	1	0.002	204
Lee Construction And Maintenance Company	8814.69	0.0018	1	0.002	3
Siemens Building Technologies Incorporated (2488)	21825.0	0.0018	1	0.002	91500
System Science Applications Incorporated	84542.0	0.0018	1	0.002	3
Crystal Research Incorporated	123861.0	0.0019	1	0.002	7
Quantum Imaging Incorporated	25997.96	0.0018	1	0.002	10
Dublin Independent School District	-127.53	0.0018	1	0.002	200
University Of Washington	6358339.0	0.0065	61	0.1242	32000
Retirement Training & Coaching Services Incorporated	18750.0	0.0018	2	0.0041	1
Cadence Group Associates Incorporated	1725222.94	0.003	6	0.0122	28
Poole, Connie	37314.8	0.0018	4	0.0081	1
Astrium North America Incorporated	76313.38	0.0018	4	0.0081	12
All Flex Flexible Circuits, Llc	-12.29	0.0018	1	0.002	127
Mks Instruments Incorporated	37300.11	0.0018	4	0.0081	2900
Zin Technologies Incorporated	156002.61	0.0019	39	0.0794	150
Pi (physik Instrumente) L.P.	10440.0	0.0018	2	0.0041	250
Lazer Cartridges Plus Llc	299.41	0.0018	2	0.0041	2
Canaveral Construction Co Incorporated	171111.0	0.0019	2	0.0041	11
Eastern Shore Community Services Board	29693.12	0.0018	1	0.002	160
Clark Atlanta University Incorporated	-1176.94	0.0018	1	0.002	526
Hc Photonics Corporation	8775.0	0.0018	1	0.002	50
Creare Llc	1379344.71	0.0028	3	0.0061	126
Florida State University	822190.47	0.0024	15	0.0305	11000
Orion Renewable Energy Trading Group	15860.0	0.0018	2	0.0041	1
G C Micro Corporation	667128.37	0.0023	31	0.0631	30
Miltec Corporation	9164.0	0.0018	1	0.002	3279
Nimax, Llc	1934.33	0.0018	1	0.002	2
Binary Group Incorporated	69794.7	0.0018	1	0.002	71
Turbines Incorporated	-151.27	0.0018	1	0.002	40
Ecifm Solutions Incorporated	61344.9	0.0018	1	0.002	12
Pierce Aluminum Company Incorporated	3698.0	0.0018	1	0.002	7
George Mason University	1729105.27	0.003	17	0.0346	5100
Datawatch Systems Incorporated	8631.72	0.0018	1	0.002	150
C3, Llc	7682.0	0.0018	1	0.002	18
Reynolds Smith And Hills Incorporated	5586643.45	0.0059	15	0.0305	770
Crawford Consulting Services Incorporated	-52651.75	0.0017	1	0.002	30
Mark O'neill, Llc	124831.58	0.0019	1	0.002	1
The Marine Biological Laboratory	-3484.93	0.0018	1	0.002	280
University Of Oklahoma	353357.38	0.002	11	0.0224	3565
Sigma Space Corporation	11712388.11	0.0105	19	0.0387	70
Carpetworks Incorporated	5925.0	0.0018	1	0.002	15
Bg Machinery Services, Llc	3892.13	0.0018	1	0.002	1
 Ohio State University	1313643.66	0.0027	15	0.0305	39987
Markforged Incorporated	14729.0	0.0018	1	0.002	7
Government Scientific Source Incorporated	325232.56	0.002	8	0.0163	44
Engility Corporation	1107003.29	0.0026	6	0.0122	7000
Rgi International Incorporated	249348.0	0.0019	2	0.0041	15
The Environment Maryland Department Of	6925.42	0.0018	1	0.002	975
Millennium Engineering And Integration Services Llc	8313623.7	0.0079	5	0.0102	0
Fcn Incorporated	3715477.05	0.0045	40	0.0815	28
Tri-logic Incorporated	26706.6	0.0018	2	0.0041	15
Alliance Technology Group, Llc	2083773.93	0.0033	4	0.0081	63
Briggs Equipment Incorporated	18695.1	0.0018	1	0.002	1760
Management Concepts Incorporated	304762.0	0.002	12	0.0244	115
Figg Bridge Engineers Incorporated	1995163.0	0.0032	1	0.002	58
Pecofacet (oklahoma) Llc	7447.19	0.0018	1	0.002	5165
Near Earth Autonomy Incorporated	124644.0	0.0019	1	0.002	16
Dietary Equipment Company Incorporated	0.0	0.0018	2	0.0041	15
Precision Machine And Tool Co Incorporated	1175.0	0.0018	1	0.002	7
Lockheed Martin Corporation	1343623236.54	1.0	67	0.1365	190000
Honeywell Technology Solutions Incorporated	52447711.0	0.0407	25	0.0509	5409
Applied Research Llc	374997.0	0.002	3	0.0061	2
Delavan Incorporated	-421.5	0.0018	1	0.002	208800
Take Charge Consultants Incorporated	43643.0	0.0018	1	0.002	10
Hiden Analytical Incorporated	75685.5	0.0018	1	0.002	6
Southwest Capitol Assoc., Llc	6882.0	0.0018	1	0.002	60
L-3 Communications Corporation	76644.2	0.0018	2	0.0041	60000
Sage Energy Trading, Llc	488270.39	0.0021	8	0.0163	2
Aero Wheel & Brake Service Corp	50724.74	0.0018	18	0.0367	35
Ameresco Select Incorporated	1983948.0	0.0032	1	0.002	123
Ife Group	119346.81	0.0018	1	0.002	2
Columbus Technologies And Services Incorporated	24255872.66	0.0198	6	0.0122	350
